,station_id,day,usage
2825,4158,29,40
2826,4158,30,34
2827,4158,31,24
2828,4159,1,72
2829,4159,2,58
2830,4159,3,61
2831,4159,4,50
2832,4159,5,78
2833,4159,6,66
2834,4159,7,58
2835,4159,8,64
2836,4159,9,57
2837,4159,10,54
2838,4159,11,54
2839,4159,12,56
2840,4159,13,62
2841,4159,14,96
2842,4159,15,70
2843,4159,16,72
2844,4159,17,64
2845,4159,18,80
2846,4159,19,70
2847,4159,20,71
2848,4159,21,79
2849,4159,22,65
2850,4159,23,44
2851,4159,24,61
2852,4159,25,50
2853,4159,26,40
2854,4159,27,72
2855,4159,28,48
2856,4159,29,74
2857,4159,30,56
2858,4159,31,37
2859,4160,1,38
2860,4160,2,36
2861,4160,3,25
2862,4160,4,32
2863,4160,5,34
2864,4160,6,34
2865,4160,7,39
2866,4160,8,42
2867,4160,9,38
2868,4160,10,40
2869,4160,11,38
2870,4160,12,40
2871,4160,13,37
2872,4160,14,43
2873,4160,15,43
2874,4160,16,30
2875,4160,17,52
2876,4160,18,66
2877,4160,19,58
2878,4160,20,52
2879,4160,21,33
2880,4160,22,54
2881,4160,23,38
2882,4160,24,42
2883,4160,25,38
2884,4160,26,31
2885,4160,27,38
2886,4160,28,30
2887,4160,29,47
2888,4160,30,27
2889,4160,31,14
2890,4162,1,91
2891,4162,2,76
2892,4162,3,98
2893,4162,4,96
2894,4162,5,82
2895,4162,6,110
2896,4162,7,80
2897,4162,8,95
2898,4162,9,93
2899,4162,10,96
2900,4162,11,94
2901,4162,12,98
2902,4162,13,110
2903,4162,14,104
2904,4162,15,118
2905,4162,16,113
2906,4162,17,99
2907,4162,18,110
2908,4162,19,96
2909,4162,20,84
2910,4162,21,82
2911,4162,22,106
2912,4162,23,100
2913,4162,24,102
2914,4162,25,99
2915,4162,26,91
2916,4162,27,88
2917,4162,28,98
2918,4162,29,104
2919,4162,30,80
2920,4162,31,68
2921,4163,1,55
2922,4163,2,56
2923,4163,3,49
2924,4163,4,42
2925,4163,5,57
2926,4163,6,55
2927,4163,7,74
2928,4163,8,65
2929,4163,9,63
2930,4163,10,58
2931,4163,11,58
2932,4163,12,64
2933,4163,13,73
2934,4163,14,88
2935,4163,15,60
2936,4163,16,76
2937,4163,17,67
2938,4163,18,67
2939,4163,19,75
2940,4163,20,62
2941,4163,21,47
2942,4163,22,45
2943,4163,23,51
2944,4163,24,61
2945,4163,25,66
2946,4163,26,58
2947,4163,27,57
2948,4163,28,68
2949,4163,29,54
2950,4163,30,55
2951,4163,31,33
2952,4165,1,87
2953,4165,2,71
2954,4165,3,67
2955,4165,4,69
2956,4165,5,69
2957,4165,6,71
2958,4165,7,67
2959,4165,8,66
2960,4165,9,56
2961,4165,10,71
2962,4165,11,66
2963,4165,12,69
2964,4165,13,70
2965,4165,14,91
2966,4165,15,77
2967,4165,16,59
2968,4165,17,53
2969,4165,18,74
2970,4165,19,85
2971,4165,20,71
2972,4165,21,77
2973,4165,22,70
2974,4165,23,59
2975,4165,24,73
2976,4165,25,68
2977,4165,26,59
2978,4165,27,72
2979,4165,28,77
2980,4165,29,74
2981,4165,30,65
2982,4165,31,47
2983,4166,1,46
2984,4166,2,37
2985,4166,3,36
2986,4166,4,30
2987,4166,5,52
2988,4166,6,50
2989,4166,7,33
2990,4166,8,37
2991,4166,9,47
2992,4166,10,38
2993,4166,11,43
2994,4166,12,31
2995,4166,13,39
2996,4166,14,38
2997,4166,15,40
2998,4166,16,36
2999,4166,17,35
3000,4166,18,47
3001,4166,19,41
3002,4166,20,45
3003,4166,21,45
3004,4166,22,33
3005,4166,23,32
3006,4166,24,46
3007,4166,25,42
3008,4166,26,43
3009,4166,27,43
3010,4166,28,39
3011,4166,29,52
3012,4166,30,36
3013,4166,31,34
3014,4167,1,25
3015,4167,2,22
3016,4167,3,17
3017,4167,4,22
3018,4167,5,30
3019,4167,6,31
3020,4167,7,24
3021,4167,8,23
3022,4167,9,13
3023,4167,10,28
3024,4167,11,15
3025,4167,12,30
3026,4167,13,23
3027,4167,14,36
3028,4167,15,44
3029,4167,16,29
3030,4167,17,16
3031,4167,18,42
3032,4167,19,25
3033,4167,20,26
3034,4167,21,35
3035,4167,22,39
3036,4167,23,24
3037,4167,24,43
3038,4167,25,18
3039,4167,26,20
3040,4167,27,23
3041,4167,28,37
3042,4167,29,34
3043,4167,30,34
3044,4167,31,34
3045,4169,1,49
3046,4169,2,27
3047,4169,3,49
3048,4169,4,43
3049,4169,5,35
3050,4169,6,38
3051,4169,7,41
3052,4169,8,34
3053,4169,9,44
3054,4169,10,28
3055,4169,11,36
3056,4169,12,40
3057,4169,13,43
3058,4169,14,45
3059,4169,15,46
3060,4169,16,41
3061,4169,17,37
3062,4169,18,55
3063,4169,19,38
3064,4169,20,29
3065,4169,21,42
3066,4169,22,48
3067,4169,23,35
3068,4169,24,31
3069,4169,25,51
3070,4169,26,42
3071,4169,27,39
3072,4169,28,48
3073,4169,29,35
3074,4169,30,30
3075,4169,31,30
3076,4170,1,35
3077,4170,2,34
3078,4170,3,30
3079,4170,4,32
3080,4170,5,28
3081,4170,6,36
3082,4170,7,38
3083,4170,8,32
3084,4170,9,25
3085,4170,10,29
3086,4170,11,30
3087,4170,12,27
3088,4170,13,33
3089,4170,14,39
3090,4170,15,38
3091,4170,16,26
3092,4170,17,17
3093,4170,18,46
3094,4170,19,26
3095,4170,20,28
3096,4170,21,36
3097,4170,22,28
3098,4170,23,25
3099,4170,24,26
3100,4170,25,38
3101,4170,26,28
3102,4170,27,40
3103,4170,28,40
3104,4170,29,44
3105,4170,30,34
3106,4170,31,16
3107,4174,1,10
3108,4174,2,17
3109,4174,3,14
3110,4174,4,22
3111,4174,5,21
3112,4174,6,16
3113,4174,7,20
3114,4174,8,17
3115,4174,9,14
3116,4174,10,20
3117,4174,11,17
3118,4174,12,18
3119,4174,13,21
3120,4174,14,25
3121,4174,15,20
3122,4174,16,24
3123,4174,17,22
3124,4174,18,25
3125,4174,19,19
3126,4174,20,22
3127,4174,21,20
3128,4174,22,37
3129,4174,23,23
3130,4174,24,19
3131,4174,25,22
3132,4174,26,23
3133,4174,27,21
3134,4174,28,24
3135,4174,29,12
3136,4174,30,24
3137,4174,31,25
3138,4176,1,92
3139,4176,2,66
3140,4176,3,74
3141,4176,4,65
3142,4176,5,82
3143,4176,6,65
3144,4176,7,63
3145,4176,8,77
3146,4176,9,71
3147,4176,10,62
3148,4176,11,64
3149,4176,12,61
3150,4176,13,74
3151,4176,14,79
3152,4176,15,74
3153,4176,16,61
3154,4176,17,81
3155,4176,18,77
3156,4176,19,64
3157,4176,20,70
3158,4176,21,71
3159,4176,22,86
3160,4176,23,78
3161,4176,24,72
3162,4176,25,56
3163,4176,26,62
3164,4176,27,72
3165,4176,28,88
3166,4176,29,73
3167,4176,30,78
3168,4176,31,44
3169,4177,1,50
3170,4177,2,45
3171,4177,3,45
3172,4177,4,49
3173,4177,5,61
3174,4177,6,55
3175,4177,7,45
3176,4177,8,47
3177,4177,9,49
3178,4177,10,48
3179,4177,11,49
3180,4177,12,57
3181,4177,13,66
3182,4177,14,52
3183,4177,15,68
3184,4177,16,60
3185,4177,17,66
3186,4177,18,72
3187,4177,19,83
3188,4177,20,65
3189,4177,21,76
3190,4177,22,71
3191,4177,23,58
3192,4177,24,44
3193,4177,25,56
3194,4177,26,50
3195,4177,27,58
3196,4177,28,81
3197,4177,29,54
3198,4177,30,52
3199,4177,31,30
3200,4180,1,66
3201,4180,2,67
3202,4180,3,69
3203,4180,4,88
3204,4180,5,53
3205,4180,6,58
3206,4180,7,71
3207,4180,8,68
3208,4180,9,51
3209,4180,10,68
3210,4180,11,62
3211,4180,12,63
3212,4180,13,65
3213,4180,14,71
3214,4180,15,44
3215,4180,16,67
3216,4180,17,49
3217,4180,18,62
3218,4180,19,53
3219,4180,20,52
3220,4180,21,62
3221,4180,22,72
3222,4180,23,78
3223,4180,24,81
3224,4180,25,84
3225,4180,26,59
3226,4180,27,75
3227,4180,28,61
3228,4180,29,55
3229,4180,30,62
3230,4180,31,45
3231,4181,1,51
3232,4181,2,64
3233,4181,3,63
3234,4181,4,72
3235,4181,5,62
3236,4181,6,76
3237,4181,7,66
3238,4181,8,60
3239,4181,9,76
3240,4181,10,75
3241,4181,11,72
3242,4181,12,72
3243,4181,13,78
3244,4181,14,92
3245,4181,15,67
3246,4181,16,70
3247,4181,17,91
3248,4181,18,99
3249,4181,19,88
3250,4181,20,73
3251,4181,21,85
3252,4181,22,74
3253,4181,23,68
3254,4181,24,65
3255,4181,25,74
3256,4181,26,91
3257,4181,27,88
3258,4181,28,83
3259,4181,29,49
3260,4181,30,70
3261,4181,31,42
3262,4183,1,62
3263,4183,2,46
3264,4183,3,51
3265,4183,4,45
3266,4183,5,55
3267,4183,6,63
3268,4183,7,49
3269,4183,8,56
3270,4183,9,54
3271,4183,10,53
3272,4183,11,49
3273,4183,12,52
3274,4183,13,49
3275,4183,14,57
3276,4183,15,55
3277,4183,16,56
3278,4183,17,59
3279,4183,18,54
3280,4183,19,60
3281,4183,20,52
3282,4183,21,64
3283,4183,22,59
3284,4183,23,51
3285,4183,24,52
3286,4183,25,55
3287,4183,26,54
3288,4183,27,49
3289,4183,28,51
3290,4183,29,49
3291,4183,30,62
3292,4183,31,25
3293,4194,1,5
3294,4194,2,1
3295,4194,4,5
3296,4194,5,4
3297,4194,6,5
3298,4194,7,9
3299,4194,8,6
3300,4194,9,5
3301,4194,10,5
3302,4194,11,5
3303,4194,12,2
3304,4194,13,2
3305,4194,14,5
3306,4194,15,5
3307,4194,16,1
3308,4194,17,1
3309,4194,18,3
3310,4194,20,3
3311,4194,21,2
3312,4194,22,3
3313,4194,23,2
3314,4194,24,3
3315,4194,25,3
3316,4194,26,2
3317,4194,27,6
3318,4194,28,6
3319,4194,29,3
3320,4194,31,6
3321,4202,1,399
3322,4202,2,395
3323,4202,3,452
3324,4202,4,454
3325,4202,5,395
3326,4202,6,385
3327,4202,7,399
3328,4202,8,452
3329,4202,9,443
3330,4202,10,381
3331,4202,11,394
3332,4202,12,426
3333,4202,13,422
3334,4202,14,451
3335,4202,15,391
3336,4202,16,460
3337,4202,17,412
3338,4202,18,459
3339,4202,19,414
3340,4202,20,437
3341,4202,21,501
3342,4202,22,436
3343,4202,23,430
3344,4202,24,493
3345,4202,25,389
3346,4202,26,471
3347,4202,27,400
3348,4202,28,475
3349,4202,29,365
3350,4202,30,382
3351,4202,31,218
3352,4204,1,270
3353,4204,2,285
3354,4204,3,350
3355,4204,4,402
3356,4204,5,358
3357,4204,6,349
3358,4204,7,336
3359,4204,8,334
3360,4204,9,280
3361,4204,10,306
3362,4204,11,255
3363,4204,12,294
3364,4204,13,284
3365,4204,14,339
3366,4204,15,279
3367,4204,16,331
3368,4204,17,305
3369,4204,18,333
3370,4204,19,324
3371,4204,20,326
3372,4204,21,336
3373,4204,22,309
3374,4204,23,346
3375,4204,24,339
3376,4204,25,313
3377,4204,26,342
3378,4204,27,328
3379,4204,28,364
3380,4204,29,334
3381,4204,30,281
3382,4204,31,189
3383,4205,1,247
3384,4205,2,199
3385,4205,3,239
3386,4205,4,262
3387,4205,5,231
3388,4205,6,205
3389,4205,7,219
3390,4205,8,235
3391,4205,9,207
3392,4205,10,176
3393,4205,11,211
3394,4205,12,204
3395,4205,13,216
3396,4205,14,207
3397,4205,15,208
3398,4205,16,229
3399,4205,17,226
3400,4205,18,206
3401,4205,19,224
3402,4205,20,224
3403,4205,21,251
3404,4205,22,229
3405,4205,23,228
3406,4205,24,231
3407,4205,25,209
3408,4205,26,224
3409,4205,27,237
3410,4205,28,227
3411,4205,29,234
3412,4205,30,174
3413,4205,31,119
3414,4206,1,252
3415,4206,2,228
3416,4206,3,275
3417,4206,4,295
3418,4206,5,274
3419,4206,6,285
3420,4206,7,265
3421,4206,8,262
3422,4206,9,255
3423,4206,10,256
3424,4206,11,273
3425,4206,12,270
3426,4206,13,270
3427,4206,14,252
3428,4206,15,239
3429,4206,16,274
3430,4206,17,281
3431,4206,18,300
3432,4206,19,293
3433,4206,20,292
3434,4206,21,298
3435,4206,22,292
3436,4206,23,276
3437,4206,24,293
3438,4206,25,237
3439,4206,26,308
3440,4206,27,275
3441,4206,28,253
3442,4206,29,227
3443,4206,30,273
3444,4206,31,155
3445,4207,1,283
3446,4207,2,264
3447,4207,3,258
3448,4207,4,308
3449,4207,5,245
3450,4207,6,242
3451,4207,7,249
3452,4207,8,300
3453,4207,9,260
3454,4207,10,255
3455,4207,11,284
3456,4207,12,249
3457,4207,13,279
3458,4207,14,267
3459,4207,15,289
3460,4207,16,266
3461,4207,17,319
3462,4207,18,262
3463,4207,19,269
3464,4207,20,269
3465,4207,21,265
3466,4207,22,271
3467,4207,23,282
3468,4207,24,263
3469,4207,25,265
3470,4207,26,286
3471,4207,27,269
3472,4207,28,284
3473,4207,29,269
3474,4207,30,205
3475,4207,31,154
3476,4208,1,217
3477,4208,2,172
3478,4208,3,204
3479,4208,4,231
3480,4208,5,164
3481,4208,6,190
3482,4208,7,156
3483,4208,8,189
3484,4208,9,199
3485,4208,10,178
3486,4208,11,185
3487,4208,12,219
3488,4208,13,141
3489,4208,14,199
3490,4208,15,242
3491,4208,16,181
3492,4208,17,210
3493,4208,18,218
3494,4208,19,241
3495,4208,20,206
3496,4208,21,222
3497,4208,22,205
3498,4208,23,193
3499,4208,24,212
3500,4208,25,208
3501,4208,26,207
3502,4208,27,192
3503,4208,28,228
3504,4208,29,184
3505,4208,30,194
3506,4208,31,105
3507,4209,1,735
3508,4209,2,718
3509,4209,3,715
3510,4209,4,724
3511,4209,5,689
3512,4209,6,722
3513,4209,7,680
3514,4209,8,704
3515,4209,9,732
3516,4209,10,673
3517,4209,11,737
3518,4209,12,719
3519,4209,13,666
3520,4209,14,666
3521,4209,15,657
3522,4209,16,737
3523,4209,17,682
3524,4209,18,711
3525,4209,19,729
3526,4209,20,640
3527,4209,21,749
3528,4209,22,707
3529,4209,23,699
3530,4209,24,673
3531,4209,25,660
3532,4209,26,737
3533,4209,27,761
3534,4209,28,780
3535,4209,29,689
3536,4209,30,635
3537,4209,31,396
3538,4210,1,1817
3539,4210,2,1771
3540,4210,3,1988
3541,4210,4,2024
3542,4210,5,1873
3543,4210,6,1760
3544,4210,7,1642
3545,4210,8,1789
3546,4210,9,1691
3547,4210,10,1648
3548,4210,11,1871
3549,4210,12,1848
3550,4210,13,1917
3551,4210,14,1672
3552,4210,15,1836
3553,4210,16,1865
3554,4210,17,1833
3555,4210,18,1876
3556,4210,19,1825
3557,4210,20,1754
3558,4210,21,1905
3559,4210,22,1891
3560,4210,23,1850
3561,4210,24,1787
3562,4210,25,1932
3563,4210,26,1961
3564,4210,27,2058
3565,4210,28,2047
3566,4210,29,1677
3567,4210,30,1724
3568,4210,31,967
3569,4211,1,641
3570,4211,2,587
3571,4211,3,622
3572,4211,4,783
3573,4211,5,555
3574,4211,6,696
3575,4211,7,561
3576,4211,8,593
3577,4211,9,637
3578,4211,10,631
3579,4211,11,601
3580,4211,12,658
3581,4211,13,621
3582,4211,14,678
3583,4211,15,585
3584,4211,16,649
3585,4211,17,684
3586,4211,18,587
3587,4211,19,604
3588,4211,20,609
3589,4211,21,682
3590,4211,22,605
3591,4211,23,668
3592,4211,24,636
3593,4211,25,655
3594,4211,26,629
3595,4211,27,681
3596,4211,28,714
3597,4211,29,590
3598,4211,30,579
3599,4211,31,372
3600,4212,1,738
3601,4212,2,640
3602,4212,3,711
3603,4212,4,756
3604,4212,5,722
3605,4212,6,654
3606,4212,7,681
3607,4212,8,764
3608,4212,9,711
3609,4212,10,726
3610,4212,11,695
3611,4212,12,812
3612,4212,13,663
3613,4212,14,760
3614,4212,15,690
3615,4212,16,784
3616,4212,17,797
3617,4212,18,809
3618,4212,19,783
3619,4212,20,700
3620,4212,21,882
3621,4212,22,754
3622,4212,23,761
3623,4212,24,791
3624,4212,25,768
3625,4212,26,770
3626,4212,27,827
3627,4212,28,773
3628,4212,29,728
3629,4212,30,648
3630,4212,31,417
3631,4213,1,78
3632,4213,2,81
3633,4213,3,96
3634,4213,4,127
3635,4213,5,129
3636,4213,6,104
3637,4213,7,104
3638,4213,8,95
3639,4213,9,138
3640,4213,10,86
3641,4213,11,116
3642,4213,12,105
3643,4213,13,110
3644,4213,14,110
3645,4213,15,114
3646,4213,16,105
3647,4213,17,123
3648,4213,18,104
3649,4213,19,89
3650,4213,20,100
3651,4213,21,91
3652,4213,22,109
3653,4213,23,89
3654,4213,24,105
3655,4213,25,82
3656,4213,26,92
3657,4213,27,104
3658,4213,28,102
3659,4213,29,87
3660,4213,30,76
3661,4213,31,42
3662,4214,1,2534
3663,4214,2,2701
3664,4214,3,2874
3665,4214,4,2878
3666,4214,5,2493
3667,4214,6,2687
3668,4214,7,2603
3669,4214,8,2718
3670,4214,9,2453
3671,4214,10,2669
3672,4214,11,2643
3673,4214,12,2680
3674,4214,13,2550
3675,4214,14,2781
3676,4214,15,2845
3677,4214,16,2787
3678,4214,17,2817
3679,4214,18,2843
3680,4214,19,2828
3681,4214,20,2879
3682,4214,21,2837
3683,4214,22,2716
3684,4214,23,2923
3685,4214,24,2910
3686,4214,25,2887
3687,4214,26,2883
3688,4214,27,2894
3689,4214,28,2873
3690,4214,29,2739
3691,4214,30,2620
3692,4214,31,1461
3693,4215,1,1757
3694,4215,2,1783
3695,4215,3,1858
3696,4215,4,2085
3697,4215,5,1805
3698,4215,6,1745
3699,4215,7,1620
3700,4215,8,1857
3701,4215,9,1911
3702,4215,10,1671
3703,4215,11,1772
3704,4215,12,1845
3705,4215,13,1789
3706,4215,14,1776
3707,4215,15,1742
3708,4215,16,1854
3709,4215,17,1736
3710,4215,18,1990
3711,4215,19,1902
3712,4215,20,1816
3713,4215,21,1931
3714,4215,22,1922
3715,4215,23,1985
3716,4215,24,1885
3717,4215,25,1893
3718,4215,26,1918
3719,4215,27,2084
3720,4215,28,1926
3721,4215,29,1659
3722,4215,30,1558
3723,4215,31,1018
3724,4216,1,260
3725,4216,2,281
3726,4216,3,274
3727,4216,4,288
3728,4216,5,317
3729,4216,6,279
3730,4216,7,306
3731,4216,8,303
3732,4216,9,296
3733,4216,10,250
3734,4216,11,291
3735,4216,12,329
3736,4216,13,263
3737,4216,14,269
3738,4216,15,284
3739,4216,16,286
3740,4216,17,289
3741,4216,18,349
3742,4216,19,272
3743,4216,20,277
3744,4216,21,310
3745,4216,22,344
3746,4216,23,304
3747,4216,24,304
3748,4216,25,274
3749,4216,26,289
3750,4216,27,349
3751,4216,28,301
3752,4216,29,243
3753,4216,30,265
3754,4216,31,171
3755,4217,1,152
3756,4217,2,119
3757,4217,3,150
3758,4217,4,156
3759,4217,5,144
3760,4217,6,147
3761,4217,7,163
3762,4217,8,141
3763,4217,9,158
3764,4217,10,156
3765,4217,11,163
3766,4217,12,161
3767,4217,13,158
3768,4217,14,158
3769,4217,15,141
3770,4217,16,159
3771,4217,17,133
3772,4217,18,168
3773,4217,19,150
3774,4217,20,125
3775,4217,21,165
3776,4217,22,150
3777,4217,23,131
3778,4217,24,165
3779,4217,25,141
3780,4217,26,127
3781,4217,27,157
3782,4217,28,157
3783,4217,29,139
3784,4217,30,105
3785,4217,31,79
3786,4220,1,425
3787,4220,2,406
3788,4220,3,443
3789,4220,4,365
3790,4220,5,376
3791,4220,6,369
3792,4220,7,386
3793,4220,8,558
3794,4220,9,431
3795,4220,10,416
3796,4220,11,411
3797,4220,12,397
3798,4220,13,390
3799,4220,14,372
3800,4220,15,401
3801,4220,16,405
3802,4220,17,427
3803,4220,18,408
3804,4220,19,391
3805,4220,20,379
3806,4220,21,393
3807,4220,22,439
3808,4220,23,360
3809,4220,24,385
3810,4220,25,394
3811,4220,26,381
3812,4220,27,393
3813,4220,28,416
3814,4220,29,361
3815,4220,30,418
3816,4220,31,222
3817,4227,1,102
3818,4227,2,135
3819,4227,3,148
3820,4227,4,111
3821,4227,5,107
3822,4227,6,115
3823,4227,7,134
3824,4227,8,121
3825,4227,9,114
3826,4227,10,106
3827,4227,11,138
3828,4227,12,113
3829,4227,13,110
3830,4227,14,111
3831,4227,15,167
3832,4227,16,118
3833,4227,17,109
3834,4227,18,118
3835,4227,19,134
3836,4227,20,99
3837,4227,21,114
3838,4227,22,127
3839,4227,23,125
3840,4227,24,137
3841,4227,25,123
3842,4227,26,106
3843,4227,27,123
3844,4227,28,151
3845,4227,29,122
3846,4227,30,144
3847,4227,31,79
3848,4244,2,1
3849,4244,3,3
3850,4244,4,7
3851,4244,5,2
3852,4244,7,1
3853,4244,9,1
3854,4244,10,6
3855,4244,11,2
3856,4244,12,4
3857,4244,13,7
3858,4244,14,3
3859,4244,16,5
3860,4244,17,7
3861,4244,19,6
3862,4244,20,6
3863,4244,21,2
3864,4244,22,4
3865,4244,23,1
3866,4244,24,2
3867,4244,25,1
3868,4244,27,2
3869,4244,28,4
3870,4244,29,3
3871,4244,30,5
3872,4245,1,374
3873,4245,2,365
3874,4245,3,368
3875,4245,4,337
3876,4245,5,312
3877,4245,6,319
3878,4245,7,369
3879,4245,8,341
3880,4245,9,362
3881,4245,10,351
3882,4245,11,312
3883,4245,12,319
3884,4245,13,325
3885,4245,14,296
3886,4245,15,321
3887,4245,16,333
3888,4245,17,352
3889,4245,18,334
3890,4245,19,366
3891,4245,20,327
3892,4245,21,340
3893,4245,22,321
3894,4245,23,332
3895,4245,24,380
3896,4245,25,343
3897,4245,26,353
3898,4245,27,395
3899,4245,28,359
3900,4245,29,298
3901,4245,30,280
3902,4245,31,195
3903,4246,1,205
3904,4246,2,156
3905,4246,3,209
3906,4246,4,169
3907,4246,5,179
3908,4246,6,189
3909,4246,7,198
3910,4246,8,178
3911,4246,9,174
3912,4246,10,200
3913,4246,11,193
3914,4246,12,179
3915,4246,13,173
3916,4246,14,168
3917,4246,15,185
3918,4246,16,181
3919,4246,17,214
3920,4246,18,183
3921,4246,19,189
3922,4246,20,159
3923,4246,21,182
3924,4246,22,204
3925,4246,23,217
3926,4246,24,181
3927,4246,25,170
3928,4246,26,179
3929,4246,27,193
3930,4246,28,224
3931,4246,29,207
3932,4246,30,183
3933,4246,31,107
3934,4247,1,87
3935,4247,2,91
3936,4247,3,115
3937,4247,4,87
3938,4247,5,120
3939,4247,6,101
3940,4247,7,108
3941,4247,8,103
3942,4247,9,117
3943,4247,10,101
3944,4247,11,107
3945,4247,12,90
3946,4247,13,93
3947,4247,14,90
3948,4247,15,98
3949,4247,16,108
3950,4247,17,102
3951,4247,18,89
3952,4247,19,104
3953,4247,20,100
3954,4247,21,117
3955,4247,22,108
3956,4247,23,130
3957,4247,24,112
3958,4247,25,96
3959,4247,26,89
3960,4247,27,104
3961,4247,28,110
3962,4247,29,101
3963,4247,30,97
3964,4247,31,64
3965,4248,1,262
3966,4248,2,293
3967,4248,3,243
3968,4248,4,273
3969,4248,5,253
3970,4248,6,273
3971,4248,7,291
3972,4248,8,306
3973,4248,9,293
3974,4248,10,269
3975,4248,11,273
3976,4248,12,248
3977,4248,13,258
3978,4248,14,222
3979,4248,15,255
3980,4248,16,258
3981,4248,17,274
3982,4248,18,264
3983,4248,19,256
3984,4248,20,288
3985,4248,21,277
3986,4248,22,254
3987,4248,23,275
3988,4248,24,284
3989,4248,25,242
3990,4248,26,266
3991,4248,27,263
3992,4248,28,264
3993,4248,29,258
3994,4248,30,221
3995,4248,31,141
3996,4249,1,291
3997,4249,2,278
3998,4249,3,295
3999,4249,4,307
4000,4249,5,296
4001,4249,6,331
4002,4249,7,323
4003,4249,8,322
4004,4249,9,272
4005,4249,10,308
4006,4249,11,325
4007,4249,12,300
4008,4249,13,305
4009,4249,14,293
4010,4249,15,314
4011,4249,16,299
4012,4249,17,282
4013,4249,18,304
4014,4249,19,280
4015,4249,20,267
4016,4249,21,314
4017,4249,22,297
4018,4249,23,323
4019,4249,24,346
4020,4249,25,288
4021,4249,26,349
4022,4249,27,380
4023,4249,28,368
4024,4249,29,368
4025,4249,30,293
4026,4249,31,150
4027,4250,1,385
4028,4250,2,392
4029,4250,3,372
4030,4250,4,334
4031,4250,5,335
4032,4250,6,386
4033,4250,7,415
4034,4250,8,404
4035,4250,9,398
4036,4250,10,373
4037,4250,11,359
4038,4250,12,369
4039,4250,13,370
4040,4250,14,321
4041,4250,15,326
4042,4250,16,340
4043,4250,17,349
4044,4250,18,350
4045,4250,19,355
4046,4250,20,358
4047,4250,21,353
4048,4250,22,347
4049,4250,23,370
4050,4250,24,391
4051,4250,25,368
4052,4250,26,366
4053,4250,27,391
4054,4250,28,389
4055,4250,29,348
4056,4250,30,326
4057,4250,31,213
4058,4254,1,152
4059,4254,2,149
4060,4254,3,151
4061,4254,4,146
4062,4254,5,152
4063,4254,6,136
4064,4254,7,161
4065,4254,8,158
4066,4254,9,164
4067,4254,10,160
4068,4254,11,160
4069,4254,12,143
4070,4254,13,171
4071,4254,14,142
4072,4254,15,148
4073,4254,16,157
4074,4254,17,166
4075,4254,18,158
4076,4254,19,156
4077,4254,20,159
4078,4254,21,140
4079,4254,22,143
4080,4254,23,155
4081,4254,24,149
4082,4254,25,149
4083,4254,26,144
4084,4254,27,158
4085,4254,28,151
4086,4254,29,154
4087,4254,30,156
4088,4254,31,78
4089,4255,1,78
4090,4255,2,89
4091,4255,3,93
4092,4255,4,87
4093,4255,5,70
4094,4255,6,67
4095,4255,7,77
4096,4255,8,62
4097,4255,9,94
4098,4255,10,90
4099,4255,11,70
4100,4255,12,75
4101,4255,13,72
4102,4255,14,74
4103,4255,15,79
4104,4255,16,71
4105,4255,17,63
4106,4255,18,103
4107,4255,19,65
4108,4255,20,89
4109,4255,21,78
4110,4255,22,82
4111,4255,23,88
4112,4255,24,99
4113,4255,25,90
4114,4255,26,79
4115,4255,27,88
4116,4255,28,78
4117,4255,29,81
4118,4255,30,70
4119,4255,31,36
4120,4266,1,404
4121,4266,2,366
4122,4266,3,341
4123,4266,4,374
4124,4266,5,338
4125,4266,6,277
4126,4266,7,383
4127,4266,8,405
4128,4266,9,334
4129,4266,10,338
4130,4266,11,318
4131,4266,12,309
4132,4266,13,328
4133,4266,14,291
4134,4266,15,310
4135,4266,16,335
4136,4266,17,299
4137,4266,18,355
4138,4266,19,345
4139,4266,20,361
4140,4266,21,347
4141,4266,22,353
4142,4266,23,308
4143,4266,24,310
4144,4266,25,400
4145,4266,26,369
4146,4266,27,364
4147,4266,28,384
4148,4266,29,363
4149,4266,30,359
4150,4266,31,194
4151,4267,1,231
4152,4267,2,204
4153,4267,3,227
4154,4267,4,226
4155,4267,5,204
4156,4267,6,215
4157,4267,7,220
4158,4267,8,253
4159,4267,9,223
4160,4267,10,212
4161,4267,11,225
4162,4267,12,207
4163,4267,13,248
4164,4267,14,193
4165,4267,15,219
4166,4267,16,213
4167,4267,17,199
4168,4267,18,209
4169,4267,19,199
4170,4267,20,208
4171,4267,21,201
4172,4267,22,204
4173,4267,23,194
4174,4267,24,226
4175,4267,25,203
4176,4267,26,191
4177,4267,27,220
4178,4267,28,212
4179,4267,29,214
4180,4267,30,192
4181,4267,31,118
4182,4273,1,467
4183,4273,2,441
4184,4273,3,451
4185,4273,4,428
4186,4273,5,415
4187,4273,6,443
4188,4273,7,524
4189,4273,8,475
4190,4273,9,454
4191,4273,10,447
4192,4273,11,490
4193,4273,12,495
4194,4273,13,477
4195,4273,14,399
4196,4273,15,433
4197,4273,16,508
4198,4273,17,521
4199,4273,18,470
4200,4273,19,470
4201,4273,20,481
4202,4273,21,488
4203,4273,22,465
4204,4273,23,475
4205,4273,24,486
4206,4273,25,439
4207,4273,26,464
4208,4273,27,476
4209,4273,28,502
4210,4273,29,426
4211,4273,30,388
4212,4273,31,251
4213,4275,1,130
