,station_id,hour,usage
1461,3080,20,19
1462,3080,22,5
1463,3080,23,12
1464,3081,0,47
1465,3081,1,29
1466,3081,2,24
1467,3081,3,25
1468,3081,4,21
1469,3081,5,36
1470,3081,6,31
1471,3081,7,61
1472,3081,8,120
1473,3081,9,179
1474,3081,10,194
1475,3081,11,248
1476,3081,12,288
1477,3081,13,329
1478,3081,14,308
1479,3081,15,287
1480,3081,16,352
1481,3081,17,1565
1482,3081,18,340
1483,3081,19,156
1484,3081,20,104
1485,3081,21,97
1486,3081,22,54
1487,3081,23,58
1488,3082,0,548
1489,3082,1,322
1490,3082,2,224
1491,3082,3,74
1492,3082,4,21
1493,3082,5,190
1494,3082,6,638
1495,3082,7,1538
1496,3082,8,1972
1497,3082,9,1727
1498,3082,10,1087
1499,3082,11,1411
1500,3082,12,1765
1501,3082,13,1936
1502,3082,14,1858
1503,3082,15,2018
1504,3082,16,2090
1505,3082,17,2353
1506,3082,18,2299
1507,3082,19,1908
1508,3082,20,1390
1509,3082,21,1264
1510,3082,22,982
1511,3082,23,600
1512,4108,7,1
1513,4108,8,2
1514,4108,9,3
1515,4108,10,7
1516,4108,11,15
1517,4108,12,10
1518,4108,13,10
1519,4108,14,15
1520,4108,15,18
1521,4108,16,7
1522,4108,17,18
1523,4108,18,8
1524,4108,19,14
1525,4108,20,10
1526,4108,21,9
1527,4108,22,2
1528,4125,1,1
1529,4125,3,1
1530,4125,6,1
1531,4125,7,3
1532,4125,8,5
1533,4125,9,3
1534,4125,10,9
1535,4125,11,10
1536,4125,12,14
1537,4125,13,9
1538,4125,14,4
1539,4125,15,8
1540,4125,16,16
1541,4125,17,20
1542,4125,18,13
1543,4125,19,23
1544,4125,20,5
1545,4125,21,3
1546,4125,22,1
1547,4126,0,1
1548,4126,1,4
1549,4126,2,5
1550,4126,3,2
1551,4126,4,8
1552,4126,5,4
1553,4126,6,5
1554,4126,7,47
1555,4126,8,75
1556,4126,9,149
1557,4126,10,220
1558,4126,11,230
1559,4126,12,311
1560,4126,13,337
1561,4126,14,449
1562,4126,15,374
1563,4126,16,465
1564,4126,17,446
1565,4126,18,336
1566,4126,19,279
1567,4126,20,108
1568,4126,21,61
1569,4126,22,24
1570,4126,23,6
1571,4127,3,2
1572,4127,5,1
1573,4127,6,2
1574,4127,7,14
1575,4127,8,19
1576,4127,9,26
1577,4127,10,17
1578,4127,11,59
1579,4127,12,75
1580,4127,13,30
1581,4127,14,18
1582,4127,15,26
1583,4127,16,33
1584,4127,17,21
1585,4127,18,33
1586,4127,19,33
1587,4127,20,13
1588,4127,21,9
1589,4127,22,12
1590,4127,23,11
1591,4129,0,3
1592,4129,1,2
1593,4129,2,4
1594,4129,3,2
1595,4129,4,2
1596,4129,5,1
1597,4129,6,53
1598,4129,7,36
1599,4129,8,74
1600,4129,9,94
1601,4129,10,100
1602,4129,11,100
1603,4129,12,127
1604,4129,13,104
1605,4129,14,111
1606,4129,15,156
1607,4129,16,147
1608,4129,17,167
1609,4129,18,184
1610,4129,19,130
1611,4129,20,75
1612,4129,21,27
1613,4129,22,45
1614,4129,23,16
1615,4130,0,3
1616,4130,1,1
1617,4130,2,2
1618,4130,3,3
1619,4130,4,2
1620,4130,5,10
1621,4130,6,15
1622,4130,7,41
1623,4130,8,121
1624,4130,9,183
1625,4130,10,169
1626,4130,11,145
1627,4130,12,132
1628,4130,13,135
1629,4130,14,124
1630,4130,15,136
1631,4130,16,144
1632,4130,17,113
1633,4130,18,169
1634,4130,19,93
1635,4130,20,62
1636,4130,21,27
1637,4130,22,10
1638,4130,23,10
1639,4131,0,9
1640,4131,1,3
1641,4131,2,2
1642,4131,3,1
1643,4131,5,1
1644,4131,6,7
1645,4131,7,28
1646,4131,8,66
1647,4131,9,135
1648,4131,10,158
1649,4131,11,155
1650,4131,12,235
1651,4131,13,216
1652,4131,14,210
1653,4131,15,217
1654,4131,16,195
1655,4131,17,201
1656,4131,18,214
1657,4131,19,172
1658,4131,20,170
1659,4131,21,71
1660,4131,22,33
1661,4131,23,27
1662,4132,0,14
1663,4132,1,3
1664,4132,2,3
1665,4132,3,1
1666,4132,4,8
1667,4132,5,1
1668,4132,6,1
1669,4132,7,12
1670,4132,8,45
1671,4132,9,54
1672,4132,10,55
1673,4132,11,91
1674,4132,12,68
1675,4132,13,86
1676,4132,14,103
1677,4132,15,86
1678,4132,16,134
1679,4132,17,112
1680,4132,18,202
1681,4132,19,310
1682,4132,20,268
1683,4132,21,143
1684,4132,22,75
1685,4132,23,25
1686,4133,1,1
1687,4133,6,1
1688,4133,7,18
1689,4133,8,38
1690,4133,9,66
1691,4133,10,63
1692,4133,11,116
1693,4133,12,163
1694,4133,13,158
1695,4133,14,167
1696,4133,15,174
1697,4133,16,179
1698,4133,17,160
1699,4133,18,152
1700,4133,19,174
1701,4133,20,68
1702,4133,21,61
1703,4133,22,19
1704,4133,23,9
1705,4134,6,2
1706,4134,7,8
1707,4134,8,20
1708,4134,9,56
1709,4134,10,33
1710,4134,11,67
1711,4134,12,89
1712,4134,13,163
1713,4134,14,109
1714,4134,15,143
1715,4134,16,138
1716,4134,17,100
1717,4134,18,39
1718,4134,19,43
1719,4134,20,22
1720,4134,21,12
1721,4134,22,3
1722,4134,23,1
1723,4135,1,1
1724,4135,4,2
1725,4135,6,2
1726,4135,7,15
1727,4135,8,39
1728,4135,9,38
1729,4135,10,61
1730,4135,11,51
1731,4135,12,73
1732,4135,13,54
1733,4135,14,61
1734,4135,15,52
1735,4135,16,61
1736,4135,17,62
1737,4135,18,84
1738,4135,19,137
1739,4135,20,71
1740,4135,21,36
1741,4135,22,6
1742,4135,23,5
1743,4136,1,1
1744,4136,6,2
1745,4136,7,5
1746,4136,8,7
1747,4136,9,24
1748,4136,10,36
1749,4136,11,29
1750,4136,12,32
1751,4136,13,40
1752,4136,14,25
1753,4136,15,45
1754,4136,16,30
1755,4136,17,42
1756,4136,18,53
1757,4136,19,68
1758,4136,20,41
1759,4136,21,16
1760,4136,22,5
1761,4136,23,7
1762,4138,0,45
1763,4138,1,64
1764,4138,2,13
1765,4138,3,2
1766,4138,4,4
1767,4138,5,1
1768,4138,6,8
1769,4138,7,24
1770,4138,8,27
1771,4138,9,39
1772,4138,10,50
1773,4138,11,50
1774,4138,12,155
1775,4138,13,165
1776,4138,14,131
1777,4138,15,132
1778,4138,16,103
1779,4138,17,105
1780,4138,18,129
1781,4138,19,148
1782,4138,20,108
1783,4138,21,106
1784,4138,22,128
1785,4138,23,68
1786,4142,0,31
1787,4142,1,29
1788,4142,2,4
1789,4142,3,7
1790,4142,4,1
1791,4142,5,4
1792,4142,6,12
1793,4142,7,18
1794,4142,8,68
1795,4142,9,76
1796,4142,10,83
1797,4142,11,115
1798,4142,12,103
1799,4142,13,139
1800,4142,14,104
1801,4142,15,142
1802,4142,16,147
1803,4142,17,146
1804,4142,18,143
1805,4142,19,191
1806,4142,20,107
1807,4142,21,165
1808,4142,22,113
1809,4142,23,61
1810,4143,13,2
1811,4144,0,9
1812,4144,1,2
1813,4144,2,3
1814,4144,4,2
1815,4144,5,15
1816,4144,6,12
1817,4144,7,41
1818,4144,8,95
1819,4144,9,58
1820,4144,10,89
1821,4144,11,62
1822,4144,12,114
1823,4144,13,106
1824,4144,14,91
1825,4144,15,103
1826,4144,16,154
1827,4144,17,100
1828,4144,18,105
1829,4144,19,91
1830,4144,20,92
1831,4144,21,66
1832,4144,22,28
1833,4144,23,14
1834,4146,0,12
1835,4146,1,4
1836,4146,2,2
1837,4146,5,14
1838,4146,6,3
1839,4146,7,11
1840,4146,8,24
1841,4146,9,25
1842,4146,10,65
1843,4146,11,97
1844,4146,12,89
1845,4146,13,97
1846,4146,14,82
1847,4146,15,74
1848,4146,16,80
1849,4146,17,72
1850,4146,18,55
1851,4146,19,70
1852,4146,20,31
1853,4146,21,49
1854,4146,22,29
1855,4146,23,22
1856,4147,0,53
1857,4147,1,55
1858,4147,2,21
1859,4147,3,1
1860,4147,4,1
1861,4147,5,1
1862,4147,6,4
1863,4147,7,8
1864,4147,8,25
1865,4147,9,40
1866,4147,10,45
1867,4147,11,52
1868,4147,12,79
1869,4147,13,79
1870,4147,14,111
1871,4147,15,59
1872,4147,16,92
1873,4147,17,111
1874,4147,18,146
1875,4147,19,112
1876,4147,20,124
1877,4147,21,85
1878,4147,22,81
1879,4147,23,75
1880,4148,0,1
1881,4148,1,2
1882,4148,2,1
1883,4148,3,1
1884,4148,5,33
1885,4148,6,16
1886,4148,7,16
1887,4148,8,11
1888,4148,9,30
1889,4148,10,31
1890,4148,11,40
1891,4148,12,74
1892,4148,13,44
1893,4148,14,34
1894,4148,15,46
1895,4148,16,42
1896,4148,17,91
1897,4148,18,92
1898,4148,19,48
1899,4148,20,24
1900,4148,21,15
1901,4148,22,2
1902,4148,23,4
1903,4149,0,7
1904,4149,1,1
1905,4149,2,3
1906,4149,3,2
1907,4149,4,1
1908,4149,5,2
1909,4149,6,4
1910,4149,7,12
1911,4149,8,41
1912,4149,9,39
1913,4149,10,42
1914,4149,11,47
1915,4149,12,53
1916,4149,13,98
1917,4149,14,73
1918,4149,15,48
1919,4149,16,41
1920,4149,17,52
1921,4149,18,83
1922,4149,19,87
1923,4149,20,81
1924,4149,21,30
1925,4149,22,28
1926,4149,23,13
1927,4150,0,13
1928,4150,1,6
1929,4150,2,3
1930,4150,3,1
1931,4150,6,6
1932,4150,7,39
1933,4150,8,209
1934,4150,9,103
1935,4150,10,156
1936,4150,11,143
1937,4150,12,64
1938,4150,13,66
1939,4150,14,58
1940,4150,15,54
1941,4150,16,59
1942,4150,17,57
1943,4150,18,59
1944,4150,19,60
1945,4150,20,48
1946,4150,21,32
1947,4150,22,23
1948,4150,23,14
1949,4151,0,9
1950,4151,1,4
1951,4151,2,11
1952,4151,3,1
1953,4151,4,1
1954,4151,5,7
1955,4151,6,18
1956,4151,7,118
1957,4151,8,137
1958,4151,9,105
1959,4151,10,108
1960,4151,11,154
1961,4151,12,153
1962,4151,13,113
1963,4151,14,105
1964,4151,15,118
1965,4151,16,78
1966,4151,17,127
1967,4151,18,149
1968,4151,19,124
1969,4151,20,81
1970,4151,21,47
1971,4151,22,30
1972,4151,23,6
1973,4152,0,14
1974,4152,1,4
1975,4152,2,1
1976,4152,3,1
1977,4152,4,1
1978,4152,5,6
1979,4152,6,37
1980,4152,7,41
1981,4152,8,50
1982,4152,9,55
1983,4152,10,29
1984,4152,11,41
1985,4152,12,46
1986,4152,13,45
1987,4152,14,45
1988,4152,15,35
1989,4152,16,64
1990,4152,17,87
1991,4152,18,36
1992,4152,19,69
1993,4152,20,52
1994,4152,21,28
1995,4152,22,41
1996,4152,23,63
1997,4153,0,6
1998,4153,1,10
1999,4153,2,8
2000,4153,3,1
2001,4153,5,11
2002,4153,6,44
2003,4153,7,30
2004,4153,8,81
2005,4153,9,127
2006,4153,10,113
2007,4153,11,124
2008,4153,12,142
2009,4153,13,139
2010,4153,14,158
2011,4153,15,171
2012,4153,16,178
2013,4153,17,179
2014,4153,18,242
2015,4153,19,297
2016,4153,20,288
2017,4153,21,200
2018,4153,22,120
2019,4153,23,110
2020,4154,0,15
2021,4154,1,4
2022,4154,2,9
2023,4154,3,13
2024,4154,4,45
2025,4154,5,10
2026,4154,6,131
2027,4154,7,31
2028,4154,8,71
2029,4154,9,30
2030,4154,10,28
2031,4154,11,53
2032,4154,12,51
2033,4154,13,49
2034,4154,14,47
2035,4154,15,45
2036,4154,16,65
2037,4154,17,70
2038,4154,18,115
2039,4154,19,113
2040,4154,20,74
2041,4154,21,42
2042,4154,22,33
2043,4154,23,13
2044,4155,0,7
2045,4155,1,14
2046,4155,2,3
2047,4155,3,1
2048,4155,5,7
2049,4155,6,6
2050,4155,7,55
2051,4155,8,40
2052,4155,9,27
2053,4155,10,31
2054,4155,11,66
2055,4155,12,108
2056,4155,13,49
2057,4155,14,43
2058,4155,15,43
2059,4155,16,43
2060,4155,17,73
2061,4155,18,64
2062,4155,19,54
2063,4155,20,67
2064,4155,21,49
2065,4155,22,48
2066,4155,23,40
2067,4156,1,2
2068,4156,3,1
2069,4156,5,25
2070,4156,6,6
2071,4156,7,48
2072,4156,8,79
2073,4156,9,111
2074,4156,10,62
2075,4156,11,40
2076,4156,12,79
2077,4156,13,46
2078,4156,14,40
2079,4156,15,52
2080,4156,16,69
2081,4156,17,102
2082,4156,18,71
2083,4156,19,61
2084,4156,20,47
2085,4156,21,23
2086,4156,22,28
2087,4156,23,10
2088,4157,0,19
2089,4157,1,3
2090,4157,4,3
2091,4157,5,2
2092,4157,6,34
2093,4157,7,196
2094,4157,8,70
2095,4157,9,56
2096,4157,10,77
2097,4157,11,79
2098,4157,12,84
2099,4157,13,111
2100,4157,14,95
2101,4157,15,83
2102,4157,16,93
2103,4157,17,128
2104,4157,18,167
2105,4157,19,145
2106,4157,20,154
2107,4157,21,90
2108,4157,22,37
2109,4157,23,34
2110,4158,0,2
2111,4158,1,7
2112,4158,4,1
2113,4158,6,52
2114,4158,7,94
2115,4158,8,70
2116,4158,9,37
2117,4158,10,29
2118,4158,11,51
2119,4158,12,58
2120,4158,13,47
2121,4158,14,69
2122,4158,15,56
2123,4158,16,47
2124,4158,17,71
2125,4158,18,88
2126,4158,19,92
2127,4158,20,63
2128,4158,21,47
2129,4158,22,33
2130,4158,23,21
2131,4159,0,14
2132,4159,1,11
2133,4159,2,6
2134,4159,3,6
2135,4159,4,8
2136,4159,5,9
2137,4159,6,21
2138,4159,7,55
2139,4159,8,117
2140,4159,9,134
2141,4159,10,112
2142,4159,11,114
2143,4159,12,134
2144,4159,13,140
2145,4159,14,106
2146,4159,15,105
2147,4159,16,127
2148,4159,17,130
2149,4159,18,145
2150,4159,19,151
2151,4159,20,109
2152,4159,21,118
2153,4159,22,51
2154,4159,23,16
2155,4160,0,9
2156,4160,1,4
2157,4160,2,5
2158,4160,4,1
2159,4160,5,1
2160,4160,6,6
2161,4160,7,35
2162,4160,8,144
2163,4160,9,89
2164,4160,10,52
2165,4160,11,71
2166,4160,12,69
2167,4160,13,57
2168,4160,14,62
2169,4160,15,43
2170,4160,16,84
2171,4160,17,103
2172,4160,18,114
2173,4160,19,126
2174,4160,20,65
2175,4160,21,35
2176,4160,22,21
2177,4160,23,13
2178,4162,0,77
2179,4162,1,44
2180,4162,2,8
2181,4162,3,3
2182,4162,4,4
2183,4162,5,2
2184,4162,6,39
2185,4162,7,106
2186,4162,8,127
2187,4162,9,148
2188,4162,10,103
2189,4162,11,106
2190,4162,12,161
2191,4162,13,149
2192,4162,14,140
2193,4162,15,174
2194,4162,16,264
2195,4162,17,297
2196,4162,18,309
2197,4162,19,225
2198,4162,20,149
2199,4162,21,151
2200,4162,22,114
2201,4162,23,61
2202,4163,0,7
2203,4163,1,5
2204,4163,2,3
2205,4163,5,5
2206,4163,6,16
2207,4163,7,306
2208,4163,8,158
2209,4163,9,95
2210,4163,10,80
2211,4163,11,68
2212,4163,12,77
2213,4163,13,88
2214,4163,14,70
2215,4163,15,62
2216,4163,16,130
2217,4163,17,143
2218,4163,18,181
2219,4163,19,165
2220,4163,20,83
2221,4163,21,43
2222,4163,22,41
2223,4163,23,33
2224,4165,0,30
2225,4165,1,9
2226,4165,2,11
2227,4165,3,4
2228,4165,4,1
2229,4165,5,6
2230,4165,6,10
2231,4165,7,168
2232,4165,8,191
2233,4165,9,187
2234,4165,10,149
2235,4165,11,88
2236,4165,12,98
2237,4165,13,113
2238,4165,14,127
2239,4165,15,87
2240,4165,16,164
2241,4165,17,167
2242,4165,18,140
2243,4165,19,134
2244,4165,20,115
2245,4165,21,81
2246,4165,22,42
2247,4165,23,28
2248,4166,0,9
2249,4166,1,12
2250,4166,2,3
2251,4166,3,2
2252,4166,4,2
2253,4166,5,2
2254,4166,6,175
2255,4166,7,46
2256,4166,8,78
2257,4166,9,75
2258,4166,10,59
2259,4166,11,54
2260,4166,12,52
2261,4166,13,90
2262,4166,14,67
2263,4166,15,73
2264,4166,16,73
2265,4166,17,57
2266,4166,18,76
2267,4166,19,61
2268,4166,20,68
2269,4166,21,68
2270,4166,22,16
2271,4166,23,28
2272,4167,0,9
2273,4167,1,7
2274,4167,7,7
2275,4167,8,36
2276,4167,9,55
2277,4167,10,44
2278,4167,11,48
2279,4167,12,60
2280,4167,13,56
2281,4167,14,60
2282,4167,15,46
2283,4167,16,58
2284,4167,17,66
2285,4167,18,70
2286,4167,19,75
2287,4167,20,35
2288,4167,21,66
2289,4167,22,39
2290,4167,23,25
2291,4169,0,36
2292,4169,1,12
2293,4169,2,7
2294,4169,3,3
2295,4169,4,4
2296,4169,5,15
2297,4169,6,36
2298,4169,7,25
2299,4169,8,21
2300,4169,9,37
2301,4169,10,41
2302,4169,11,60
2303,4169,12,82
2304,4169,13,75
2305,4169,14,54
2306,4169,15,45
2307,4169,16,65
2308,4169,17,107
2309,4169,18,144
2310,4169,19,106
2311,4169,20,93
2312,4169,21,64
2313,4169,22,54
2314,4169,23,43
2315,4170,0,7
2316,4170,1,9
2317,4170,3,1
2318,4170,4,4
2319,4170,5,24
2320,4170,6,33
2321,4170,7,53
2322,4170,8,123
2323,4170,9,107
2324,4170,10,94
2325,4170,11,59
2326,4170,12,70
2327,4170,13,73
2328,4170,14,49
2329,4170,15,31
2330,4170,16,46
2331,4170,17,46
2332,4170,18,64
2333,4170,19,25
2334,4170,20,32
2335,4170,21,25
2336,4170,22,4
2337,4170,23,5
2338,4174,0,15
2339,4174,1,8
2340,4174,2,2
2341,4174,3,2
2342,4174,5,14
2343,4174,6,24
2344,4174,7,45
2345,4174,8,53
2346,4174,9,71
2347,4174,10,34
2348,4174,11,22
2349,4174,12,32
2350,4174,13,30
2351,4174,14,24
2352,4174,15,44
2353,4174,16,29
2354,4174,17,39
2355,4174,18,48
2356,4174,19,29
2357,4174,20,24
2358,4174,21,15
2359,4174,22,20
2360,4174,23,10
2361,4176,0,26
2362,4176,1,22
2363,4176,2,11
2364,4176,3,7
2365,4176,4,5
2366,4176,5,17
2367,4176,6,46
2368,4176,7,35
2369,4176,8,105
2370,4176,9,71
2371,4176,10,51
2372,4176,11,107
2373,4176,12,131
2374,4176,13,120
2375,4176,14,128
2376,4176,15,146
2377,4176,16,191
2378,4176,17,254
2379,4176,18,222
2380,4176,19,182
2381,4176,20,137
2382,4176,21,90
2383,4176,22,53
2384,4176,23,45
2385,4177,0,34
2386,4177,1,10
2387,4177,2,2
2388,4177,4,2
2389,4177,6,45
2390,4177,7,17
2391,4177,8,61
2392,4177,9,89
2393,4177,10,46
2394,4177,11,80
2395,4177,12,108
2396,4177,13,79
2397,4177,14,104
2398,4177,15,211
2399,4177,16,116
2400,4177,17,259
2401,4177,18,167
2402,4177,19,88
2403,4177,20,89
2404,4177,21,82
2405,4177,22,36
2406,4177,23,37
2407,4180,0,25
2408,4180,1,23
2409,4180,2,4
2410,4180,3,3
2411,4180,4,1
2412,4180,5,3
2413,4180,6,13
2414,4180,7,57
2415,4180,8,39
2416,4180,9,65
2417,4180,10,67
2418,4180,11,120
2419,4180,12,129
2420,4180,13,121
2421,4180,14,123
2422,4180,15,117
2423,4180,16,174
2424,4180,17,210
2425,4180,18,188
2426,4180,19,194
2427,4180,20,122
2428,4180,21,94
2429,4180,22,57
2430,4180,23,32
2431,4181,0,21
2432,4181,1,18
2433,4181,2,11
2434,4181,3,2
2435,4181,5,3
2436,4181,6,9
2437,4181,7,23
2438,4181,8,33
2439,4181,9,80
2440,4181,10,122
2441,4181,11,132
2442,4181,12,148
2443,4181,13,136
2444,4181,14,147
2445,4181,15,159
2446,4181,16,185
2447,4181,17,140
2448,4181,18,202
2449,4181,19,197
2450,4181,20,172
2451,4181,21,163
2452,4181,22,80
2453,4181,23,73
2454,4183,0,27
2455,4183,1,16
2456,4183,2,1
2457,4183,3,1
2458,4183,4,1
2459,4183,5,23
2460,4183,6,39
2461,4183,7,89
2462,4183,8,129
2463,4183,9,134
2464,4183,10,97
2465,4183,11,99
2466,4183,12,100
2467,4183,13,110
2468,4183,14,78
2469,4183,15,86
2470,4183,16,83
2471,4183,17,87
2472,4183,18,102
2473,4183,19,97
2474,4183,20,78
2475,4183,21,70
2476,4183,22,54
2477,4183,23,47
2478,4194,0,2
2479,4194,2,2
2480,4194,3,3
2481,4194,4,1
2482,4194,5,1
2483,4194,7,1
2484,4194,8,4
2485,4194,9,8
2486,4194,10,7
2487,4194,11,6
2488,4194,12,13
2489,4194,13,4
2490,4194,14,7
2491,4194,15,3
2492,4194,16,15
2493,4194,17,17
2494,4194,18,4
2495,4194,19,3
2496,4194,20,2
2497,4194,21,2
2498,4194,22,1
2499,4194,23,2
2500,4202,0,86
2501,4202,1,53
2502,4202,2,36
2503,4202,3,12
2504,4202,4,4
2505,4202,5,5
2506,4202,6,22
2507,4202,7,63
2508,4202,8,176
2509,4202,9,327
2510,4202,10,559
2511,4202,11,875
2512,4202,12,1076
2513,4202,13,1152
2514,4202,14,1401
2515,4202,15,1454
2516,4202,16,1348
2517,4202,17,1213
2518,4202,18,1066
2519,4202,19,752
2520,4202,20,527
2521,4202,21,321
2522,4202,22,310
2523,4202,23,143
2524,4204,0,58
2525,4204,1,48
2526,4204,2,36
2527,4204,3,6
2528,4204,4,6
2529,4204,5,20
2530,4204,6,59
2531,4204,7,200
2532,4204,8,330
2533,4204,9,522
2534,4204,10,735
2535,4204,11,892
2536,4204,12,903
2537,4204,13,977
2538,4204,14,838
2539,4204,15,855
2540,4204,16,897
2541,4204,17,747
2542,4204,18,559
2543,4204,19,454
2544,4204,20,247
2545,4204,21,181
2546,4204,22,157
2547,4204,23,94
2548,4205,0,50
2549,4205,1,34
2550,4205,2,25
2551,4205,3,6
2552,4205,4,5
2553,4205,5,16
2554,4205,6,20
2555,4205,7,116
2556,4205,8,201
2557,4205,9,303
2558,4205,10,405
2559,4205,11,579
2560,4205,12,592
2561,4205,13,583
2562,4205,14,607
2563,4205,15,580
2564,4205,16,654
2565,4205,17,465
2566,4205,18,466
2567,4205,19,346
2568,4205,20,357
2569,4205,21,172
2570,4205,22,87
2571,4205,23,69
2572,4206,0,67
2573,4206,1,29
2574,4206,2,15
2575,4206,3,7
2576,4206,4,6
2577,4206,5,6
2578,4206,6,29
2579,4206,7,120
2580,4206,8,387
2581,4206,9,569
2582,4206,10,483
2583,4206,11,526
2584,4206,12,610
2585,4206,13,671
2586,4206,14,694
2587,4206,15,641
2588,4206,16,802
2589,4206,17,760
2590,4206,18,725
2591,4206,19,496
2592,4206,20,252
2593,4206,21,159
2594,4206,22,133
2595,4206,23,91
2596,4207,0,21
2597,4207,1,7
2598,4207,2,6
2599,4207,3,1
2600,4207,4,4
2601,4207,5,5
2602,4207,6,73
2603,4207,7,253
2604,4207,8,347
2605,4207,9,428
2606,4207,10,495
2607,4207,11,649
2608,4207,12,612
2609,4207,13,675
2610,4207,14,591
2611,4207,15,564
2612,4207,16,682
2613,4207,17,640
2614,4207,18,642
2615,4207,19,638
2616,4207,20,484
2617,4207,21,257
2618,4207,22,119
2619,4207,23,37
2620,4208,0,29
2621,4208,1,16
2622,4208,2,8
2623,4208,3,2
2624,4208,4,4
2625,4208,5,7
2626,4208,6,16
2627,4208,7,124
2628,4208,8,173
2629,4208,9,311
2630,4208,10,400
2631,4208,11,500
2632,4208,12,571
2633,4208,13,500
2634,4208,14,575
2635,4208,15,514
2636,4208,16,529
2637,4208,17,532
2638,4208,18,385
2639,4208,19,298
2640,4208,20,222
2641,4208,21,224
2642,4208,22,120
2643,4208,23,32
2644,4209,0,88
2645,4209,1,68
2646,4209,2,52
2647,4209,3,23
2648,4209,4,11
2649,4209,5,15
2650,4209,6,131
2651,4209,7,269
2652,4209,8,525
2653,4209,9,862
2654,4209,10,1097
2655,4209,11,1553
2656,4209,12,1827
2657,4209,13,1924
2658,4209,14,1932
2659,4209,15,2140
2660,4209,16,2260
2661,4209,17,2045
2662,4209,18,1888
2663,4209,19,1245
2664,4209,20,770
2665,4209,21,436
2666,4209,22,251
2667,4209,23,110
2668,4210,0,137
2669,4210,1,65
2670,4210,2,54
2671,4210,3,18
2672,4210,4,17
2673,4210,5,33
2674,4210,6,176
2675,4210,7,459
2676,4210,8,1060
2677,4210,9,1978
2678,4210,10,3169
2679,4210,11,4325
2680,4210,12,4913
2681,4210,13,5375
2682,4210,14,5723
2683,4210,15,6067
2684,4210,16,6243
2685,4210,17,5566
2686,4210,18,4661
2687,4210,19,3044
2688,4210,20,1592
2689,4210,21,818
2690,4210,22,380
2691,4210,23,226
2692,4211,0,82
2693,4211,1,74
2694,4211,2,25
2695,4211,3,10
2696,4211,4,13
2697,4211,5,11
2698,4211,6,85
2699,4211,7,164
2700,4211,8,408
2701,4211,9,671
2702,4211,10,1084
2703,4211,11,1491
2704,4211,12,1675
2705,4211,13,1892
2706,4211,14,2013
2707,4211,15,2215
2708,4211,16,2097
2709,4211,17,1895
2710,4211,18,1438
2711,4211,19,969
2712,4211,20,513
2713,4211,21,276
2714,4211,22,170
2715,4211,23,122
2716,4212,0,139
2717,4212,1,105
2718,4212,2,72
2719,4212,3,24
2720,4212,4,13
2721,4212,5,13
2722,4212,6,78
2723,4212,7,191
2724,4212,8,488
2725,4212,9,810
2726,4212,10,1226
2727,4212,11,1534
2728,4212,12,1774
2729,4212,13,2024
2730,4212,14,2171
2731,4212,15,2376
2732,4212,16,2335
2733,4212,17,2197
2734,4212,18,1851
2735,4212,19,1435
2736,4212,20,843
2737,4212,21,532
2738,4212,22,292
2739,4212,23,192
2740,4213,0,12
2741,4213,1,3
2742,4213,2,2
2743,4213,3,1
2744,4213,4,2
2745,4213,5,1
2746,4213,6,15
2747,4213,7,53
2748,4213,8,120
2749,4213,9,182
2750,4213,10,196
2751,4213,11,245
2752,4213,12,321
2753,4213,13,330
2754,4213,14,267
2755,4213,15,263
2756,4213,16,268
2757,4213,17,240
2758,4213,18,217
2759,4213,19,157
2760,4213,20,89
2761,4213,21,62
2762,4213,22,31
2763,4213,23,16
2764,4214,0,177
2765,4214,1,105
2766,4214,2,53
2767,4214,3,19
2768,4214,4,19
2769,4214,5,37
2770,4214,6,172
2771,4214,7,541
2772,4214,8,1261
2773,4214,9,2587
2774,4214,10,4114
2775,4214,11,5591
2776,4214,12,7259
2777,4214,13,8271
2778,4214,14,9087
2779,4214,15,8942
2780,4214,16,9145
2781,4214,17,8602
2782,4214,18,7409
2783,4214,19,5283
2784,4214,20,3048
2785,4214,21,1295
2786,4214,22,664
2787,4214,23,325
2788,4215,0,302
2789,4215,1,181
2790,4215,2,94
2791,4215,3,65
2792,4215,4,50
2793,4215,5,60
2794,4215,6,204
2795,4215,7,552
2796,4215,8,1362
2797,4215,9,1969
2798,4215,10,2615
2799,4215,11,3520
2800,4215,12,4212
2801,4215,13,4941
2802,4215,14,5481
2803,4215,15,5998
2804,4215,16,6283
2805,4215,17,5623
2806,4215,18,4669
2807,4215,19,3110
2808,4215,20,2072
2809,4215,21,1401
2810,4215,22,811
2811,4215,23,518
2812,4216,0,29
2813,4216,1,37
2814,4216,2,26
2815,4216,3,15
2816,4216,4,6
2817,4216,5,6
2818,4216,6,33
2819,4216,7,123
2820,4216,8,275
2821,4216,9,439
2822,4216,10,502
2823,4216,11,737
2824,4216,12,881
2825,4216,13,914
2826,4216,14,881
2827,4216,15,913
2828,4216,16,817
2829,4216,17,743
2830,4216,18,604
2831,4216,19,384
2832,4216,20,194
2833,4216,21,149
2834,4216,22,142
2835,4216,23,67
2836,4217,0,54
2837,4217,1,23
2838,4217,2,22
2839,4217,3,18
2840,4217,4,16
2841,4217,5,18
2842,4217,6,25
2843,4217,7,65
2844,4217,8,170
2845,4217,9,297
2846,4217,10,264
2847,4217,11,235
2848,4217,12,429
2849,4217,13,408
